contract_transaction_unique_key,parent_award_agency_name,current_total_value_of_award,period_of_performance_start_date,period_of_performance_potential_end_date,awarding_agency_name,funding_sub_agency_name,object_classes_funding_this_award,recipient_name,recipient_state_name,primary_place_of_performance_state_name,award_type,transaction_description,prime_award_base_transaction_description,product_or_service_code_description,naics_description,recovered_materials_sustainability,information_technology_commercial_item_category,extent_competed,solicitation_procedures,evaluated_preference,fair_opportunity_limited_sources,other_than_full_and_open_competition,number_of_offers_received,clinger_cohen_act_planning_code,materials_supplies_articles_equipment,labor_standards,performance_based_service_acquisition,contingency_humanitarian_or_peacekeeping_operation,woman_owned_business,minority_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,organizational_type
9700_9700_SPE2D620F4A6A_0_SPE2DE19D0010_0,DEPT OF DEFENSE,305.94,2020-05-29,2020-06-03 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"HENRY SCHEIN, INC.",NEW YORK,NEW YORK,DELIVERY ORDER,4550065855!ALLRAP COVER FILM,4550065855!ALLRAP COVER FILM,LABORATORY EQUIPMENT AND SUPPLIES,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2D620F4A1E_0_SPE2DE19D0007_0,DEPT OF DEFENSE,45.35,2020-05-29,2020-06-03 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,FISHER SCIENTIFIC COMPANY L.L.C.,PENNSYLVANIA,PENNSYLVANIA,DELIVERY ORDER,4550062026!TRUTOL 100G ORNG NC PLAS 24/CS,4550062026!TRUTOL 100G ORNG NC PLAS 24/CS,LABORATORY EQUIPMENT AND SUPPLIES,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SP47W120F81E9_0_SP47W116D0009_0,DEPT OF DEFENSE,198.8,2020-05-29,2020-06-01 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"SANDS BUSINESS EQUIPMENT & SUPPLIES, LLC",MAINE,MAINE,DELIVERY ORDER,8507419771!EMALL NON-NSN MATERIALS,8507419771!EMALL NON-NSN MATERIALS,"HARDWARE, COMMERCIAL",ALL OTHER MISCELLANEOUS MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NO,NOT APPLICABLE,"PRESIDENTIAL ISSUED EMERGENCY DECLARATION, OR A MAJOR DISASTER DECLARATION",t,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE8EG20F0199_0_SPE8EG19D0103_0,DEPT OF DEFENSE,182.6,2020-05-27,2020-06-08 00:00:00,Department of Defense,Defense Logistics Agency,,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",NEW JERSEY,NEW JERSEY,DELIVERY ORDER,8507410731!SEALING COMPOUND,8507410731!SEALING COMPOUND,PRESERVATIVE AND SEALING COMPOUNDS,FABRICATED STRUCTURAL METAL MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE8EC20F0244_P00001_SPE8EC17D0004_0,DEPT OF DEFENSE,33441.0,2020-02-11,2020-10-29 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"AMERICAN MATERIAL HANDLING, INC.",GEORGIA,GEORGIA,DELIVERY ORDER,8507153461!6K DIESEL FORKLIFT,8507153461!6K DIESEL FORKLIFT,EARTH MOVING AND EXCAVATING EQUIPMENT,CONSTRUCTION MACHINERY MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,38.0,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,OTHER
9700_9700_SPE4A620FD7DJ_0_SPE4A616D0226_0,DEPT OF DEFENSE,26.16,2020-05-27,2020-06-15 00:00:00,Department of Defense,Defense Logistics Agency,,HUDSON TECHNOLOGIES COMPANY,NEW YORK,NEW YORK,DELIVERY ORDER,"4550039174!OXYGEN,TECHNICAL","4550039174!OXYGEN,TECHNICAL",GASES: COMPRESSED AND LIQUEFIED,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE4A620FD6NP_0_SPE4AX16D9008_0,DEPT OF DEFENSE,927.6,2020-05-27,2020-06-08 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",NEW JERSEY,NEW JERSEY,DELIVERY ORDER,"4550035114!LUBRICANT,WATER DIS","4550035114!LUBRICANT,WATER DIS",MISCELLANEOUS CHEMICAL SPECIALTIES,PETROLEUM LUBRICATING OIL AND GREASE MANUFACTURING,FAR 52.223-4 AND FAR 52.223-9 INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2DX20FMDLW_0_SPE2DX15D2208_0,DEPT OF DEFENSE,1442.56,2020-05-27,2020-05-28 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,AMERISOURCEBERGEN DRUG CORP,PENNSYLVANIA,PENNSYLVANIA,DELIVERY ORDER,4550038629!PRIME VENDOR PHARM BRANCH-PHILADELPHIA,4550038629!PRIME VENDOR PHARM BRANCH-PHILADELPHIA,DRUGS AND BIOLOGICALS,DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2DX20FLRXK_0_SPE2DX15D2211_0,DEPT OF DEFENSE,13.96,2020-05-27,2020-05-28 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,AMERISOURCEBERGEN DRUG CORP,PENNSYLVANIA,PENNSYLVANIA,DELIVERY ORDER,4550042002!PRIME VENDOR PHARM BRANCH-PHILADELPHIA,4550042002!PRIME VENDOR PHARM BRANCH-PHILADELPHIA,DRUGS AND BIOLOGICALS,DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_SPE5E220V5900_0_-NONE-_0,,5280.0,2020-05-27,2021-08-27 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"BOEING DISTRIBUTION SERVICES, INC.",MISSOURI,MISSOURI,PURCHASE ORDER,"8507412435!SCREW,CLOSE TOLERAN","8507412435!SCREW,CLOSE TOLERAN",SCREWS,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,7.0,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_SPE5E219V1675_P00001_-NONE-_0,,7575.48,2018-11-20,2020-02-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,DIALOGIC CORP,PENNSYLVANIA,PENNSYLVANIA,PURCHASE ORDER,"8506073674!SCREW,CAP,SOCKET HE","8506073674!SCREW,CAP,SOCKET HE",SCREWS,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,17.0,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_SPE4AC20P0067_0_-NONE-_0,,722.0,2020-05-27,2020-06-26 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,WHITE AERO INC,CALIFORNIA,CALIFORNIA,PURCHASE ORDER,"8507410299!PLUG,PROTECTIVE,DUS","8507410299!PLUG,PROTECTIVE,DUS","HARDWARE, COMMERCIAL",HARDWARE MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,3.0,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_SPE4A720PA814_0_-NONE-_0,,3946.8,2020-05-27,2020-11-03 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"NETKOMP, INC.",CALIFORNIA,CALIFORNIA,PURCHASE ORDER,"8507410095!FITTING ASSEMBLY,AI","8507410095!FITTING ASSEMBLY,AI",MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,8.0,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,t,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_SPE4A720PA809_0_-NONE-_0,,144.0,2020-05-27,2020-12-14 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"ECHELON SUPPLY AND SERVICE, INC.",NEW YORK,NEW YORK,PURCHASE ORDER,8507409624!BUSHING BLANK,8507409624!BUSHING BLANK,"BUSHINGS, RINGS, SHIMS, AND SPACERS",OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,4.0,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_SPE4A720PA741_0_-NONE-_0,,59880.0,2020-05-27,2023-07-21 00:00:00,Department of Defense,Defense Logistics Agency,25.7: Operation and maintenance of equipment;26.0: Supplies and materials,"AEROMETALS, INC.",CALIFORNIA,CALIFORNIA,PURCHASE ORDER,"8507406362!HOOK ASSEMBLY,RAMP","8507406362!HOOK ASSEMBLY,RAMP",AIRFRAME STRUCTURAL COMPONENTS,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,3.0,N,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_SPE4A719PF159_P00001_-NONE-_0,,26730.0,2019-09-10,2021-09-14 00:00:00,Department of Defense,Defense Logistics Agency,25.7: Operation and maintenance of equipment;26.0: Supplies and materials,"AIRBORNE TECHNOLOGIES, INC.",CALIFORNIA,CALIFORNIA,PURCHASE ORDER,"8506812537!SUPPORT,STRUCTURAL","8506812537!SUPPORT,STRUCTURAL",AIRFRAME STRUCTURAL COMPONENTS,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,1.0,N,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_SPE4A719P5723_P00003_-NONE-_0,,4850.64,2019-02-07,2020-06-18 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,H & R PARTS CO INC,KANSAS,KANSAS,PURCHASE ORDER,"8506265638!PLATE ASSY,AXLE BEA","8506265638!PLATE ASSY,AXLE BEA",AIRCRAFT LANDING GEAR COMPONENTS,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,5.0,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_SPE4A618PM966_P00003_-NONE-_0,,19012.0,2018-08-14,2020-06-08 00:00:00,Department of Defense,Defense Logistics Agency,,BONIFACE TOOL & DIE INC,MASSACHUSETTS,MASSACHUSETTS,PURCHASE ORDER,"8505766907!ADAPTER,HOOK","8505766907!ADAPTER,HOOK",GUIDED MISSILE HANDLING AND SERVICING EQUIPMENT,"INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,4.0,N,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_SPE4A520V1660_0_-NONE-_0,,21785.7,2020-05-27,2021-01-07 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,MID-STATE AEROSPACE INC,KANSAS,KANSAS,PURCHASE ORDER,"8507412414!COUPLING HALF,QUICK","8507412414!COUPLING HALF,QUICK","HOSE, PIPE, TUBE, LUBRICATION, AND RAILING FITTINGS",FABRICATED PIPE AND PIPE FITTING MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,2.0,N,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,t,t,t,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_W9124D17D0016_P00003_-NONE-_-NONE-,,,2017-06-01,,Department of Defense,Department of the Army,,REDPLATE CATERING L.L.C.,NORTH CAROLINA,,,BOXED MEALS - RALEIGH MEPS,IGF::OT::IGF BOXED MEALS - RALEIGH MEPS,HOUSEKEEPING- FOOD,FOOD SERVICE CONTRACTORS,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,6.0,N,NOT APPLICABLE,YES,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,t,t,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_W911N219D0011_P00002_-NONE-_-NONE-,,,2019-06-28,,Department of Defense,Department of the Army,,LOCKHEED MARTIN CORPORATION,TEXAS,,,ARMY HIGH MOBILITY ROCKET SYSTEM PARTS IN SUPPORT OF THE HIGH MOBILITY ROCKET SYSTEM OVERHAUL PROGRAM AT LETTERKENNY ARMY DEPOT,PROVIDE VARIOUS ARMY HIGH MOBILITY ROCKET SYSTEM PARTS TO SUPPORT THE HIGH MOBILITY ROCKER SYSTEM OVERHAUL PROGRAM LOCATED AT LETTERKENNY ARMY DEPOT,GUIDED MISSILE COMPONENTS,GUIDED MISSILE AND SPACE VEHICLE PROPULSION UNIT AND PROPULSION UNIT PARTS MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),1.0,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_W9115115D0008_P00011_-NONE-_-NONE-,,,2015-05-01,,Department of Defense,Department of the Army,25.4: Operation and maintenance of facilities,"VIRGINIE HOLDINGS, LLC",TEXAS,,,LAUNDRY SERVICES,IGF::OT::IGF LAUNDRY AND LINEN SERVICES,HOUSEKEEPING- LAUNDRY/DRYCLEANING,INDUSTRIAL LAUNDERERS,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SEALED BID,NO PREFERENCE USED,,,3.0,N,NO,YES,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_SPE8EC20D0057_P00003_-NONE-_-NONE-,,,2020-03-19,,Department of Defense,Defense Logistics Agency,,ND DEFENSE LLC,ILLINOIS,,,4610054015!HEAVY EQUIPMENT PROGRAM IST -,4610054015!HEAVY EQUIPMENT PROGRAM IST -,EARTH MOVING AND EXCAVATING EQUIPMENT,CONSTRUCTION MACHINERY MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,1.0,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_HDEC0519D0013_P00011_-NONE-_-NONE-,,,2019-06-06,,Department of Defense,Defense Commissary Agency,,"RENTOKIL NORTH AMERICA, INC.",PENNSYLVANIA,,,"INTEGRATED PEST MANAGEMENT SERVICES, VARIOUS DECA COMMISSARIES AND LOCATIONS. CHANGE IDC MAXIMUM PRICING CONSTRAINTS TO MATCH MODIFICATION P00009 CLIN 0002, 0003, AND 0004 CHANGES.","DECA INTEGRATED PEST MANAGEMENT PROGRAM, CONUS, HAWAII, ALASKA AND PUERTO RICO COMMISSARIES",HOUSEKEEPING- INSECT/RODENT CONTROL,EXTERMINATING AND PEST CONTROL SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,4.0,N,NOT APPLICABLE,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_W9124920F0054_P00001_W9124920D0003_0,DEPT OF DEFENSE,0.0,2020-02-11,2021-02-10 00:00:00,Department of Defense,Department of the Army,25.2: Other services from non-Federal sources,EPMH JOINT VENTURE,IDAHO,GEORGIA,DELIVERY ORDER,JOC BASE PERIOD MINIMUM GUARANTEE,JOC BASE PERIOD MINIMUM GUARANTEE,CONSTRUCTION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SEALED BID,NO PREFERENCE USED,,,,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,t,f,f,f,f,PARTNERSHIP
9700_9700_W9123820F0066_0_W9123818D0010_0,DEPT OF DEFENSE,10400.0,2020-05-26,2020-09-30 00:00:00,Department of Defense,Department of the Army,,"IBK GOVERNMENT GROUP, LLC",COLORADO,COLORADO,DELIVERY ORDER,TITLE AND ESCROW SERVICES,TITLE AND ESCROW SERVICES,SUPPORT- PROFESSIONAL: REAL ESTATE BROKERAGE,DIRECT TITLE INSURANCE CARRIERS,ENVIRONMENTALLY PREFERABLE,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,t,f,f,f,f,PARTNERSHIP
9700_9700_W911S220F5022_0_W91QUZ06D0006_0,DEPT OF DEFENSE,21330.0,2020-05-26,2020-06-30 00:00:00,Department of Defense,Department of the Army,,TRANSOURCE SERVICES CORP.,ARIZONA,NEW YORK,DELIVERY ORDER,MICROSOFT SURFACE PRO 6,MICROSOFT SURFACE PRO 6,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)",ELECTRONIC COMPUTER MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,COMMERCIALLY AVAILABLE,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,2.0,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,t,f,f,f,f,
9700_8000_W911S020F0186_P00001_NNG15SD03B_0,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,62220.42,2020-05-08,2021-05-07 00:00:00,Department of Defense,Department of the Army,,NEXTECH SOLUTIONS LLC,FLORIDA,VIRGINIA,DELIVERY ORDER,BROCADE G620 SWITCHES,BROCADE SWITCHES,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,OTHER COMPUTER RELATED SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,COMMERCIALLY AVAILABLE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,ONLY ONE SOURCE - OTHER,,1.0,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,PARTNERSHIP
9700_9700_W911S020F0185_P00001_W911S017D0011_0,DEPT OF DEFENSE,94810.0,2020-05-26,2021-04-23 00:00:00,Department of Defense,Department of the Army,,"INTERNATIONAL CENTER FOR LANGUAGE STUDIES, INC.",DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DELIVERY ORDER,MOD P00001 - LABOR HOURS INCREASE - CLIN 3007 FROM 334 HOURS TO 434 HOURS,TOR 20-068 CPO JONATHAN LORENZEN-LITHUANIAN - 26 MAY 2020-23 APR 2021,EDUCATION/TRAINING- OTHER,LANGUAGE SCHOOLS,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,2.0,N,NOT APPLICABLE,YES,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,t,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE8ES20F7442_0_SPE8ES17D0002_0,DEPT OF DEFENSE,125.0,2020-05-26,2020-06-25 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,THE FLAMEMASTER CORPORATION,CALIFORNIA,CALIFORNIA,DELIVERY ORDER,8507409559!SEALING COMPOUND,8507409559!SEALING COMPOUND,PRESERVATIVE AND SEALING COMPOUNDS,ADHESIVE MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2DX20FNPM8_0_SPE2DX16D1914_0,DEPT OF DEFENSE,152.95,2020-05-26,2020-05-27 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,AMERISOURCEBERGEN DRUG CORP,PENNSYLVANIA,PENNSYLVANIA,DELIVERY ORDER,4550030171!SCOPOLAMINE TRANS 4S,4550030171!SCOPOLAMINE TRANS 4S,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2DX20FNPM6_0_SPE2DX16D1914_0,DEPT OF DEFENSE,20.2,2020-05-26,2020-05-27 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,AMERISOURCEBERGEN DRUG CORP,PENNSYLVANIA,PENNSYLVANIA,DELIVERY ORDER,4550030176!CEPACOL HONEY 16S,4550030176!CEPACOL HONEY 16S,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
